Campaign,AdGroup,Criterion_id,Keyword,MatchType,Status,Impressions,Clicks,Cost,Conversions_period_from,Conversions
Пошук \ Одяг,штани,2517479507644,джогери патріотичні замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,штани,2517479512484,джогери military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,штани,2517479530044,джогери мілітарі замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,штани,2517479567484,карго армійські вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,штани,2544516950127,карго military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,штани,2544517052767,брюки армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,штани,2544519518367,джоггери армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,штани,2544519521647,штани армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,штани,2681970030232,джоггери патріотичні купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,штани,2681970054872,джоггери military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,1729928247593,шорти зсу купити,PHRASE,ENABLED,3,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2487070324020,шорти military магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2487070328620,шорти мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2487070329060,шорти мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2487752547016,шорти карго military вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2487752633696,шорти-карго армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2487752645976,шорти-карго військові вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2487752648816,шорти-карго військові купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2487752685776,бермуди зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2487752731896,шорти military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488087880787,шорти карго патріотичні замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488150360750,бермуди мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488150366470,шорти карго зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488275874249,бермуди військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488412463563,бермуди зсу ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488412480043,бермуди військові ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488412487723,бермуди патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488412564843,бермуди патріотичні купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488413781163,шорти карго мілітарі купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488413783763,шорти-карго зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488413801763,шорти-карго армійські купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488414166563,бермуди армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488414169883,шорти карго military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488414171563,шорти карго military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488414236403,бермуди патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488414240003,бермуди патріотичні замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488414373163,шорти-карго військові замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488414426203,шорти-карго мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2488414465803,шорти карго військові замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2489083931001,шорти-карго армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2489438634371,бермуди зсу купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490135688263,шорти карго патріотичні замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490137187103,бермуди зсу замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490137188303,бермуди військові вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490137190703,бермуди військові купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490137196903,бермуди military вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490137223543,шорти-карго мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490137326223,бермуди military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490137372783,шорти-карго military магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490137381943,шорти армійські купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490137382903,шорти армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490226409459,шорти карго зсу вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490226455779,шорти патріотичні вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490227544899,бермуди військові замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490227570619,шорти карго армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490227600139,шорти карго зсу ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490227607259,шорти карго військові вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490227763499,шорти карго мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490407749418,шорти карго військові купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490407750378,шорти карго патріотичні вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490407874138,шорти карго military магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490407882538,шорти карго military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490407960778,шорти-карго зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490408164138,шорти карго зсу замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490408705298,бермуди мілітарі замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490422126770,шорти-карго зсу замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490422144530,шорти-карго мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490422147010,шорти армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490422148650,шорти армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490422173170,шорти-карго military замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490423078850,шорти-карго зсу вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424001170,бермуди military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424002650,бермуди мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424164170,бермуди армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424164610,бермуди армійські вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424186770,шорти карго мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424791770,шорти карго патріотичні купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424814050,шорти карго мілітарі замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424844130,шорти карго зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424860850,шорти карго військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424864250,шорти карго патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424867090,шорти карго мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424989530,шорти зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424989730,шорти зсу замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490424992450,шорти військові ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490425014050,шорти military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490426393770,шорти карго військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490426394050,шорти-карго армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490426397810,шорти-карго армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490426679850,бермуди мілітарі купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490426681050,шорти карго армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490426681290,шорти армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490426682210,шорти карго армійські купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490426725930,шорти патріотичні замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490426913810,шорти карго зсу купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490426953690,шорти-карго військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490427150770,шорти-карго зсу купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490427207130,шорти-карго патріотичні замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490427207570,шорти-карго патріотичні купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490427209250,шорти-карго military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490427214050,шорти зсу вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490427220370,шорти патріотичні замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490427220570,шорти патріотичні купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490427221730,шорти military замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490427251970,шорти мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490427253010,шорти мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490555764105,бермуди зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490555780865,бермуди military магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490717004988,шорти карго військові ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490717466468,шорти-карго військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490717735548,шорти-карго military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490717736268,шорти-карго мілітарі замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490717739348,шорти зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490717780908,шорти military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490809990600,шорти-карго патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490957695038,бермуди мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2490957697838,бермуди мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
