word,stem,clicks_before,conversions_before,CVR_before_%,clicks_after,conversions_after,CVR_after_%,cost_after,p_value_decline
midas,midas,0,0.0,,0,0.0,,0.0,
усика,усик,0,0.0,,0,0.0,,0.0,
библиотека,библиотек,0,0.0,,0,0.0,,0.0,
лицемер,лицемер,0,0.0,,0,0.0,,0.0,
дурнева,дурнев,0,0.0,,0,0.0,,0.0,
оушн,оушн,0,0.0,,0,0.0,,0.0,
концепт,концепт,0,0.0,,0,0.0,,0.0,
передвісники,передвісник,0,0.0,,0,0.0,,0.0,
харьковские,харьковск,0,0.0,,0,0.0,,0.0,
прпар,прпар,0,0.0,,0,0.0,,0.0,
wildlife,wildlife,0,0.0,,0,0.0,,0.0,
параллель,параллел,0,0.0,,0,0.0,,0.0,
отца,отц,0,0.0,,0,0.0,,0.0,
ісусом,ісус,0,0.0,,0,0.0,,0.0,
михаил,миха,0,0.0,,0,0.0,,0.0,
oska,oska,0,0.0,,0,0.0,,0.0,
укрпошта,укрпошт,0,0.0,,0,0.0,,0.0,
bodom,bodom,0,0.0,,0,0.0,,0.0,
косуху,косух,0,0.0,,0,0.0,,0.0,
vast,vast,1,0.0,0.0,0,0.0,,0.0,
york,york,0,0.0,,0,0.0,,0.0,
rider,rider,0,0.0,,0,0.0,,0.0,
jaded,jaded,0,0.0,,0,0.0,,0.0,
viperr,viperr,0,0.0,,0,0.0,,0.0,
stradivarius,stradivarius,0,0.0,,0,0.0,,0.0,
казантип,казантип,0,0.0,,0,0.0,,0.0,
vegas,vegas,0,0.0,,0,0.0,,0.0,
вимпелів,вимпелів,0,0.0,,0,0.0,,0.0,
leather,leather,0,0.0,,0,0.0,,0.0,
пурген,пург,0,0.0,,0,0.0,,0.0,
горшком,горшк,0,0.0,,0,0.0,,0.0,
жакмюс,жакмюс,0,0.0,,0,0.0,,0.0,
circa,circa,0,0.0,,0,0.0,,0.0,
ковром,ковр,0,0.0,,0,0.0,,0.0,
rype,rype,1,0.0,0.0,0,0.0,,0.0,
espresso,espresso,0,0.0,,0,0.0,,0.0,
craft,craft,0,0.0,,0,0.0,,0.0,
манго,манг,0,0.0,,0,0.0,,0.0,
нержавійки,нержавійк,0,0.0,,0,0.0,,0.0,
мухомор,мухомор,0,0.0,,0,0.0,,0.0,
roomovaa,roomovaa,0,0.0,,0,0.0,,0.0,
чувак,чувак,0,0.0,,0,0.0,,0.0,
xoxo,xoxo,0,0.0,,0,0.0,,0.0,
журба,журб,1,0.0,0.0,0,0.0,,0.0,
weeknd,weeknd,0,0.0,,0,0.0,,0.0,
панішер,панішер,0,0.0,,0,0.0,,0.0,
dcs,dcs,0,0.0,,0,0.0,,0.0,
корпоративний,корпоративн,0,0.0,,0,0.0,,0.0,
roses,roses,0,0.0,,0,0.0,,0.0,
razer,razer,0,0.0,,0,0.0,,0.0,
harvest,harvest,0,0.0,,0,0.0,,0.0,
мох,мох,0,0.0,,0,0.0,,0.0,
нервы,нерв,0,0.0,,0,0.0,,0.0,
ганг,ганг,3,0.0,0.0,0,0.0,,0.0,
сокира,сокир,0,0.0,,0,0.0,,0.0,
андерсон,андерсон,0,0.0,,0,0.0,,0.0,
maloja,maloja,0,0.0,,0,0.0,,0.0,
ріккіхайп,ріккіхайп,0,0.0,,0,0.0,,0.0,
аирборн,аирборн,0,0.0,,0,0.0,,0.0,
turwer,turwer,0,0.0,,0,0.0,,0.0,
волинь,волин,0,0.0,,0,0.0,,0.0,
охуено,оху,0,0.0,,0,0.0,,0.0,
keys,keys,0,0.0,,0,0.0,,0.0,
ltd,ltd,0,0.0,,0,0.0,,0.0,
carti,carti,0,0.0,,0,0.0,,0.0,
стях,стях,0,0.0,,0,0.0,,0.0,
planet,planet,0,0.0,,0,0.0,,0.0,
класичний,класичн,0,0.0,,0,0.0,,0.0,
hulls,hulls,1,0.0,0.0,0,0.0,,0.0,
летучей,летуч,0,0.0,,0,0.0,,0.0,
амос,амос,0,0.0,,0,0.0,,0.0,
дизайнерская,дизайнерск,0,0.0,,0,0.0,,0.0,
жодних,жодн,0,0.0,,0,0.0,,0.0,
masuvent,masuvent,0,0.0,,0,0.0,,0.0,
zag,zag,0,0.0,,0,0.0,,0.0,
tim,tim,0,0.0,,0,0.0,,0.0,
arirang,arirang,0,0.0,,0,0.0,,0.0,
мастер,мастер,0,0.0,,0,0.0,,0.0,
coco,coco,0,0.0,,0,0.0,,0.0,
pofigizm,pofigizm,0,0.0,,0,0.0,,0.0,
voir,voir,0,0.0,,0,0.0,,0.0,
махновцев,махновц,0,0.0,,0,0.0,,0.0,
sueta,sueta,0,0.0,,0,0.0,,0.0,
hardy,hardy,1,0.0,0.0,0,0.0,,0.0,
ukrtac,ukrtac,0,0.0,,0,0.0,,0.0,
оновленій,оновлені,0,0.0,,0,0.0,,0.0,
mcl,mcl,0,0.0,,0,0.0,,0.0,
carda,carda,0,0.0,,0,0.0,,0.0,
легкі,легкі,0,0.0,,0,0.0,,0.0,
мэйби,мэйб,0,0.0,,0,0.0,,0.0,
respublika,respublika,0,0.0,,0,0.0,,0.0,
фон,фон,0,0.0,,0,0.0,,0.0,
pan,pan,0,0.0,,0,0.0,,0.0,
трійки,трійк,0,0.0,,0,0.0,,0.0,
suvene,suvene,0,0.0,,0,0.0,,0.0,
gridress,gridress,0,0.0,,0,0.0,,0.0,
гэнг,гэнг,0,0.0,,0,0.0,,0.0,
гобелен,гобел,0,0.0,,0,0.0,,0.0,
beaumere,beaumere,0,0.0,,0,0.0,,0.0,
секта,сект,0,0.0,,0,0.0,,0.0,
мерта,мерт,0,0.0,,0,0.0,,0.0,
фосфор,фосфор,0,0.0,,0,0.0,,0.0,
thornhill,thornhill,0,0.0,,0,0.0,,0.0,
roomova,roomova,0,0.0,,0,0.0,,0.0,
lamoda,lamoda,0,0.0,,0,0.0,,0.0,
символ,символ,0,0.0,,0,0.0,,0.0,
rtfight,rtfight,0,0.0,,0,0.0,,0.0,
berserk,berserk,0,0.0,,0,0.0,,0.0,
льонокомбінат,льонокомбінат,0,0.0,,0,0.0,,0.0,
blakely,blakely,0,0.0,,0,0.0,,0.0,
тайский,тайск,0,0.0,,0,0.0,,0.0,
воїн,воїн,0,0.0,,0,0.0,,0.0,
львівський,львівськи,0,0.0,,0,0.0,,0.0,
suicideboys,suicideboys,0,0.0,,0,0.0,,0.0,
убийцей,убийц,0,0.0,,0,0.0,,0.0,
killed,killed,0,0.0,,0,0.0,,0.0,
шерстяное,шерстян,0,0.0,,0,0.0,,0.0,
bazhane,bazhane,0,0.0,,0,0.0,,0.0,
шорти,шорт,8,0.0,0.0,0,0.0,,0.0,
medicine,medicine,0,0.0,,0,0.0,,0.0,
type,type,0,0.0,,0,0.0,,0.0,
usual,usual,0,0.0,,0,0.0,,0.0,
шарк,шарк,0,0.0,,0,0.0,,0.0,
family,family,0,0.0,,0,0.0,,0.0,
kharkiv,kharkiv,0,0.0,,0,0.0,,0.0,
bicoop,bicoop,0,0.0,,0,0.0,,0.0,
вечно,вечн,0,0.0,,0,0.0,,0.0,
meshuggah,meshuggah,0,0.0,,0,0.0,,0.0,
tsevau,tsevau,0,0.0,,0,0.0,,0.0,
попов,поп,0,0.0,,0,0.0,,0.0,
стич,стич,0,0.0,,0,0.0,,0.0,
moshkovsky,moshkovsky,0,0.0,,0,0.0,,0.0,
nning,nning,0,0.0,,0,0.0,,0.0,
доларом,долар,0,0.0,,0,0.0,,0.0,
lpp,lpp,0,0.0,,0,0.0,,0.0,
walk,walk,0,0.0,,0,0.0,,0.0,
yaskravo,yaskravo,0,0.0,,0,0.0,,0.0,
zagonbrand,zagonbrand,0,0.0,,0,0.0,,0.0,
areyousleepingsonya,areyousleepingsonya,0,0.0,,0,0.0,,0.0,
rainshouse,rainshouse,0,0.0,,0,0.0,,0.0,
steel,steel,0,0.0,,0,0.0,,0.0,
макет,макет,0,0.0,,0,0.0,,0.0,
чистая,чист,0,0.0,,0,0.0,,0.0,
ib7238,ib7238,0,0.0,,0,0.0,,0.0,
всп,всп,0,0.0,,0,0.0,,0.0,
серцем,серц,0,0.0,,0,0.0,,0.0,
мехом,мех,0,0.0,,0,0.0,,0.0,
dapper,dapper,0,0.0,,0,0.0,,0.0,
рібок,рібок,0,0.0,,0,0.0,,0.0,
фрирен,фрир,0,0.0,,0,0.0,,0.0,
палац,палац,0,0.0,,0,0.0,,0.0,
воєнні,воєнні,0,0.0,,0,0.0,,0.0,
стаф,стаф,1,0.0,0.0,0,0.0,,0.0,
дівіжен,дівіжен,0,0.0,,0,0.0,,0.0,
объемные,объемн,0,0.0,,0,0.0,,0.0,
игроков,игрок,0,0.0,,0,0.0,,0.0,
роузес,роузес,0,0.0,,0,0.0,,0.0,
пульт,пульт,1,0.0,0.0,0,0.0,,0.0,
вамп,вамп,0,0.0,,0,0.0,,0.0,
feel,feel,0,0.0,,0,0.0,,0.0,
maneken,maneken,0,0.0,,0,0.0,,0.0,
бомбосховища,бомбосховищ,0,0.0,,0,0.0,,0.0,
кельтский,кельтск,0,0.0,,0,0.0,,0.0,
5хл,5хл,0,0.0,,0,0.0,,0.0,
hipster,hipster,0,0.0,,0,0.0,,0.0,
lace,lace,0,0.0,,0,0.0,,0.0,
lifter,lifter,0,0.0,,0,0.0,,0.0,
bekhtir,bekhtir,0,0.0,,0,0.0,,0.0,
kenalin,kenalin,0,0.0,,0,0.0,,0.0,
сумеречный,сумеречн,0,0.0,,0,0.0,,0.0,
цвета,цвет,0,0.0,,0,0.0,,0.0,
garda,garda,0,0.0,,0,0.0,,0.0,
parochka,parochka,0,0.0,,0,0.0,,0.0,
флагі,флагі,1,0.0,0.0,0,0.0,,0.0,
треба,треб,0,0.0,,0,0.0,,0.0,
исполняй,исполня,0,0.0,,0,0.0,,0.0,
сюди,сюд,0,0.0,,0,0.0,,0.0,
гимн,гимн,0,0.0,,0,0.0,,0.0,
калашников,калашник,0,0.0,,0,0.0,,0.0,
agressor,agressor,0,0.0,,0,0.0,,0.0,
магазинів,магазинів,0,0.0,,0,0.0,,0.0,
holly,holly,0,0.0,,0,0.0,,0.0,
bonprix,bonprix,0,0.0,,0,0.0,,0.0,
куплю,купл,0,0.0,,0,0.0,,0.0,
joodie,joodie,0,0.0,,0,0.0,,0.0,
пересвет,пересвет,0,0.0,,0,0.0,,0.0,
афликшн,афликшн,0,0.0,,0,0.0,,0.0,
morok,morok,0,0.0,,0,0.0,,0.0,
їбіться,їбіться,0,0.0,,0,0.0,,0.0,
lui,lui,0,0.0,,0,0.0,,0.0,
instagram,instagram,0,0.0,,0,0.0,,0.0,
tang,tang,0,0.0,,0,0.0,,0.0,
метра,метр,0,0.0,,0,0.0,,0.0,
yellow,yellow,0,0.0,,0,0.0,,0.0,
бувають,бувают,0,0.0,,0,0.0,,0.0,
виварена,вивар,0,0.0,,0,0.0,,0.0,
wearcocaine,wearcocaine,0,0.0,,0,0.0,,0.0,
отвага,отваг,0,0.0,,0,0.0,,0.0,
тага,таг,0,0.0,,0,0.0,,0.0,
графитовая,графитов,0,0.0,,0,0.0,,0.0,
флагсістем,флагсіст,0,0.0,,0,0.0,,0.0,
mostok,mostok,0,0.0,,0,0.0,,0.0,
zalizna,zalizna,0,0.0,,0,0.0,,0.0,
дракон,дракон,0,0.0,,0,0.0,,0.0,
картате,картат,0,0.0,,0,0.0,,0.0,
різні,різні,0,0.0,,0,0.0,,0.0,
jones,jones,0,0.0,,0,0.0,,0.0,
grin,grin,0,0.0,,0,0.0,,0.0,
ленинград,ленинград,1,0.0,0.0,0,0.0,,0.0,
авіатори,авіатор,0,0.0,,0,0.0,,0.0,
ичкерия,ичкер,0,0.0,,0,0.0,,0.0,
русь,ру,0,0.0,,0,0.0,,0.0,
avecs,avecs,0,0.0,,0,0.0,,0.0,
dream,dream,0,0.0,,0,0.0,,0.0,
disney,disney,0,0.0,,0,0.0,,0.0,
force,force,0,0.0,,0,0.0,,0.0,
кодом,код,0,0.0,,0,0.0,,0.0,
повсякденні,повсякденні,0,0.0,,0,0.0,,0.0,
фронтир,фронтир,0,0.0,,0,0.0,,0.0,
марселин,марселин,0,0.0,,0,0.0,,0.0,
flames,flames,0,0.0,,0,0.0,,0.0,
kraken,kraken,0,0.0,,0,0.0,,0.0,
бабай,баба,0,0.0,,0,0.0,,0.0,
generation,generation,0,0.0,,0,0.0,,0.0,
lonely,lonely,0,0.0,,0,0.0,,0.0,
прар,прар,0,0.0,,0,0.0,,0.0,
оригинал,оригина,1,0.0,0.0,0,0.0,,0.0,
blasphemous,blasphemous,0,0.0,,0,0.0,,0.0,
marks,marks,0,0.0,,0,0.0,,0.0,
crest,crest,0,0.0,,0,0.0,,0.0,
bbc,bbc,0,0.0,,0,0.0,,0.0,
кіборги,кіборг,0,0.0,,0,0.0,,0.0,
скаут,скаут,0,0.0,,0,0.0,,0.0,
банці,банці,0,0.0,,0,0.0,,0.0,
блю,блю,0,0.0,,0,0.0,,0.0,
serianno,serianno,0,0.0,,0,0.0,,0.0,
спарти,спарт,0,0.0,,0,0.0,,0.0,
totem,totem,0,0.0,,0,0.0,,0.0,
see,see,0,0.0,,0,0.0,,0.0,
новогодний,новогодн,0,0.0,,0,0.0,,0.0,
burzum,burzum,0,0.0,,0,0.0,,0.0,
shambala,shambala,0,0.0,,0,0.0,,0.0,
masha,masha,0,0.0,,0,0.0,,0.0,
ванс,ванс,0,0.0,,0,0.0,,0.0,
саванна,саван,0,0.0,,0,0.0,,0.0,
runic,runic,0,0.0,,0,0.0,,0.0,
психея,психе,0,0.0,,0,0.0,,0.0,
пиклз,пиклз,0,0.0,,0,0.0,,0.0,
мадяра,мадяр,0,0.0,,0,0.0,,0.0,
жидобандера,жидобандер,0,0.0,,0,0.0,,0.0,
sisters,sisters,0,0.0,,0,0.0,,0.0,
позывным,позывн,0,0.0,,0,0.0,,0.0,
nightwish,nightwish,0,0.0,,0,0.0,,0.0,
кльош,кльош,0,0.0,,0,0.0,,0.0,
брутто,брутт,0,0.0,,0,0.0,,0.0,
артемщик,артемщик,0,0.0,,0,0.0,,0.0,
ниган,нига,0,0.0,,0,0.0,,0.0,
abercrombie,abercrombie,0,0.0,,0,0.0,,0.0,
ріотдівіжен,ріотдівіж,0,0.0,,0,0.0,,0.0,
хйф,хйф,0,0.0,,0,0.0,,0.0,
вікенд,вікенд,0,0.0,,0,0.0,,0.0,
быстросохнущие,быстросохнущ,0,0.0,,0,0.0,,0.0,
jaceyjace,jaceyjace,0,0.0,,0,0.0,,0.0,
synical,synical,0,0.0,,0,0.0,,0.0,
украіни,украін,0,0.0,,0,0.0,,0.0,
monday,monday,0,0.0,,0,0.0,,0.0,
homme,homme,0,0.0,,0,0.0,,0.0,
сіндікат,сіндікат,0,0.0,,0,0.0,,0.0,
сошиал,сошиа,0,0.0,,0,0.0,,0.0,
svaston,svaston,0,0.0,,0,0.0,,0.0,
степові,степові,0,0.0,,0,0.0,,0.0,
адамова,адамов,0,0.0,,0,0.0,,0.0,
валимарк,валимарк,0,0.0,,0,0.0,,0.0,
fishing,fishing,0,0.0,,0,0.0,,0.0,
skateshop,skateshop,0,0.0,,0,0.0,,0.0,
redwood,redwood,0,0.0,,0,0.0,,0.0,
пандою,панд,0,0.0,,0,0.0,,0.0,
coolmax,coolmax,0,0.0,,0,0.0,,0.0,
бандерштат,бандерштат,0,0.0,,0,0.0,,0.0,
loveless,loveless,0,0.0,,0,0.0,,0.0,
across,across,0,0.0,,0,0.0,,0.0,
рдк,рдк,0,0.0,,0,0.0,,0.0,
турция,турц,2,0.0,0.0,0,0.0,,0.0,
дипи,дип,0,0.0,,0,0.0,,0.0,
fzm,fzm,0,0.0,,0,0.0,,0.0,
tor,tor,0,0.0,,0,0.0,,0.0,
nlaw,nlaw,0,0.0,,0,0.0,,0.0,
044garden,044garden,0,0.0,,0,0.0,,0.0,
полных,полн,0,0.0,,0,0.0,,0.0,
sk8,sk8,0,0.0,,0,0.0,,0.0,
перехрестя,перехрест,0,0.0,,0,0.0,,0.0,
bambas,bambas,0,0.0,,0,0.0,,0.0,
чегевара,чегевар,0,0.0,,0,0.0,,0.0,
hochusobitake,hochusobitake,0,0.0,,0,0.0,,0.0,
anacondaz,anacondaz,0,0.0,,0,0.0,,0.0,
soul,soul,0,0.0,,0,0.0,,0.0,
444,444,0,0.0,,0,0.0,,0.0,
джуси,джус,0,0.0,,0,0.0,,0.0,
донецькій,донецькі,0,0.0,,0,0.0,,0.0,
reckless,reckless,0,0.0,,0,0.0,,0.0,
хрестами,хрест,0,0.0,,0,0.0,,0.0,
liberty,liberty,0,0.0,,0,0.0,,0.0,
nobility,nobility,0,0.0,,0,0.0,,0.0,
жде,жде,0,0.0,,0,0.0,,0.0,
freakdays,freakdays,0,0.0,,0,0.0,,0.0,
краматорську,краматорськ,0,0.0,,0,0.0,,0.0,
беби,беб,0,0.0,,0,0.0,,0.0,
алхімік,алхімік,0,0.0,,0,0.0,,0.0,
йоджи,йодж,0,0.0,,0,0.0,,0.0,
сошал,соша,0,0.0,,0,0.0,,0.0,
moto,moto,0,0.0,,0,0.0,,0.0,
joseph,joseph,0,0.0,,0,0.0,,0.0,
purgen,purgen,0,0.0,,0,0.0,,0.0,
поборете,поборет,0,0.0,,0,0.0,,0.0,
behtir,behtir,0,0.0,,0,0.0,,0.0,
олигарх,олигарх,0,0.0,,0,0.0,,0.0,
металіст,металіст,0,0.0,,0,0.0,,0.0,
бензопила,бензоп,0,0.0,,0,0.0,,0.0,
аркан,арка,0,0.0,,0,0.0,,0.0,
троллфейсом,троллфейс,0,0.0,,0,0.0,,0.0,
stand,stand,0,0.0,,0,0.0,,0.0,
usa,usa,0,0.0,,0,0.0,,0.0,
канибал,каниба,0,0.0,,0,0.0,,0.0,
мотоциклетная,мотоциклетн,0,0.0,,0,0.0,,0.0,
сангвиник,сангвиник,0,0.0,,0,0.0,,0.0,
bryuki,bryuki,0,0.0,,0,0.0,,0.0,
training,training,0,0.0,,0,0.0,,0.0,
uasnipers,uasnipers,0,0.0,,0,0.0,,0.0,
турецького,турецьк,0,0.0,,0,0.0,,0.0,
valefar,valefar,0,0.0,,0,0.0,,0.0,
racer,racer,0,0.0,,0,0.0,,0.0,
makflame,makflame,0,0.0,,0,0.0,,0.0,
linen,linen,0,0.0,,0,0.0,,0.0,
легінси,легінс,0,0.0,,0,0.0,,0.0,
армейские,армейск,0,0.0,,0,0.0,,0.0,
беги,бег,0,0.0,,0,0.0,,0.0,
прпор,прпор,0,0.0,,0,0.0,,0.0,
token,token,0,0.0,,0,0.0,,0.0,
mushroom,mushroom,0,0.0,,0,0.0,,0.0,
драгон,драгон,0,0.0,,0,0.0,,0.0,
linkin,linkin,0,0.0,,0,0.0,,0.0,
8nzt86,8nzt86,0,0.0,,0,0.0,,0.0,
thor,thor,0,0.0,,0,0.0,,0.0,
анти,ант,0,0.0,,0,0.0,,0.0,
rich,rich,0,0.0,,0,0.0,,0.0,
jugend,jugend,0,0.0,,0,0.0,,0.0,
командірка,командірк,0,0.0,,0,0.0,,0.0,
зібки,зібки,0,0.0,,0,0.0,,0.0,
котон,котон,0,0.0,,0,0.0,,0.0,
apathydxdxdx,apathydxdxdx,0,0.0,,0,0.0,,0.0,
викинг,викинг,0,0.0,,0,0.0,,0.0,
штанці,штанці,0,0.0,,0,0.0,,0.0,
printsalon,printsalon,0,0.0,,0,0.0,,0.0,
ддт,ддт,0,0.0,,0,0.0,,0.0,
lachen,lachen,0,0.0,,0,0.0,,0.0,
limits,limits,0,0.0,,0,0.0,,0.0,
характером,характер,0,0.0,,0,0.0,,0.0,
sleeve,sleeve,0,0.0,,0,0.0,,0.0,
quicksand,quicksand,0,0.0,,0,0.0,,0.0,
gooska,gooska,0,0.0,,0,0.0,,0.0,
rowdy,rowdy,0,0.0,,0,0.0,,0.0,
3rd,3rd,0,0.0,,0,0.0,,0.0,
питбуль,питбул,0,0.0,,0,0.0,,0.0,
nyogthaeblisz,nyogthaeblisz,0,0.0,,0,0.0,,0.0,
рэперов,рэпер,0,0.0,,0,0.0,,0.0,
казаков,казак,0,0.0,,0,0.0,,0.0,
землі,землі,0,0.0,,0,0.0,,0.0,
twenty,twenty,0,0.0,,0,0.0,,0.0,
issey,issey,0,0.0,,0,0.0,,0.0,
руками,рук,1,0.0,0.0,0,0.0,,0.0,
оборона,оборон,0,0.0,,0,0.0,,0.0,
skullhong,skullhong,0,0.0,,0,0.0,,0.0,
вишиванка,вишиванк,0,0.0,,0,0.0,,0.0,
шторм,шторм,1,0.0,0.0,0,0.0,,0.0,
zeros,zeros,0,0.0,,0,0.0,,0.0,
разница,разниц,0,0.0,,0,0.0,,0.0,
killer,killer,0,0.0,,0,0.0,,0.0,
chef,chef,0,0.0,,0,0.0,,0.0,
кара,кар,0,0.0,,0,0.0,,0.0,
дедушка,дедушк,0,0.0,,0,0.0,,0.0,
modern,modern,0,0.0,,0,0.0,,0.0,
lazy,lazy,0,0.0,,0,0.0,,0.0,
скандинавия,скандинав,0,0.0,,0,0.0,,0.0,
mems,mems,0,0.0,,0,0.0,,0.0,
эпштейна,эпштейн,0,0.0,,0,0.0,,0.0,
матросские,матросск,0,0.0,,0,0.0,,0.0,
snowboard,snowboard,0,0.0,,0,0.0,,0.0,
люки,люк,0,0.0,,0,0.0,,0.0,
віталік,віталік,0,0.0,,0,0.0,,0.0,
armagedda,armagedda,0,0.0,,0,0.0,,0.0,
штані,штані,0,0.0,,0,0.0,,0.0,
playsclo,playsclo,0,0.0,,0,0.0,,0.0,
yumms,yumms,0,0.0,,0,0.0,,0.0,
палай,пала,0,0.0,,0,0.0,,0.0,
дель,дел,0,0.0,,0,0.0,,0.0,
dz5605,dz5605,0,0.0,,0,0.0,,0.0,
husll,husll,0,0.0,,0,0.0,,0.0,
дабхуманс,дабхуманс,0,0.0,,0,0.0,,0.0,
152,152,0,0.0,,0,0.0,,0.0,
hope,hope,0,0.0,,0,0.0,,0.0,
prodigy,prodigy,0,0.0,,0,0.0,,0.0,
tkmaxx,tkmaxx,0,0.0,,0,0.0,,0.0,
осборна,осборн,0,0.0,,0,0.0,,0.0,
наконечник,наконечник,0,0.0,,0,0.0,,0.0,
banshee,banshee,0,0.0,,0,0.0,,0.0,
yavereta,yavereta,0,0.0,,0,0.0,,0.0,
stepan,stepan,0,0.0,,0,0.0,,0.0,
custom,custom,0,0.0,,0,0.0,,0.0,
фест,фест,0,0.0,,0,0.0,,0.0,
totally,totally,0,0.0,,0,0.0,,0.0,
sta,sta,0,0.0,,0,0.0,,0.0,
кожаные,кожан,0,0.0,,0,0.0,,0.0,
exchange,exchange,0,0.0,,0,0.0,,0.0,
кельвин,кельвин,0,0.0,,0,0.0,,0.0,
trackpants,trackpants,0,0.0,,0,0.0,,0.0,
geographic,geographic,0,0.0,,0,0.0,,0.0,
наступний,наступн,0,0.0,,0,0.0,,0.0,
манекен,манек,0,0.0,,0,0.0,,0.0,
сварог,сварог,0,0.0,,0,0.0,,0.0,
poirier,poirier,0,0.0,,0,0.0,,0.0,
polizei,polizei,0,0.0,,0,0.0,,0.0,
ісланд,ісланд,0,0.0,,0,0.0,,0.0,
фантом,фант,0,0.0,,0,0.0,,0.0,
things,things,0,0.0,,0,0.0,,0.0,
рейхскомиссариата,рейхскомиссариат,0,0.0,,0,0.0,,0.0,
вітровка,вітровк,0,0.0,,0,0.0,,0.0,
urfaust,urfaust,0,0.0,,0,0.0,,0.0,
orgasm,orgasm,0,0.0,,0,0.0,,0.0,
slayer,slayer,0,0.0,,0,0.0,,0.0,
маркетплейс,маркетплейс,0,0.0,,0,0.0,,0.0,
mokoon,mokoon,0,0.0,,0,0.0,,0.0,
мастермайнд,мастермайнд,0,0.0,,0,0.0,,0.0,
орнаментом,орнамент,0,0.0,,0,0.0,,0.0,
ecko,ecko,2,0.0,0.0,0,0.0,,0.0,
eden,eden,0,0.0,,0,0.0,,0.0,
antidote,antidote,0,0.0,,0,0.0,,0.0,
tribal,tribal,0,0.0,,0,0.0,,0.0,
мен,мен,0,0.0,,0,0.0,,0.0,
sempiternal,sempiternal,0,0.0,,0,0.0,,0.0,
харди,хард,0,0.0,,0,0.0,,0.0,
brutal,brutal,0,0.0,,0,0.0,,0.0,
hunt,hunt,0,0.0,,0,0.0,,0.0,
карпе,карп,0,0.0,,0,0.0,,0.0,
вагітних,вагітн,0,0.0,,0,0.0,,0.0,
израиля,израил,0,0.0,,0,0.0,,0.0,
post,post,0,0.0,,0,0.0,,0.0,
yori,yori,0,0.0,,0,0.0,,0.0,
гесс,гесс,0,0.0,,0,0.0,,0.0,
дедушкины,дедушкин,0,0.0,,0,0.0,,0.0,
buchan,buchan,0,0.0,,0,0.0,,0.0,
priest,priest,0,0.0,,0,0.0,,0.0,
початківець,початківет^,0,0.0,,0,0.0,,0.0,
боникс,боникс,0,0.0,,0,0.0,,0.0,
отбросы,отброс,0,0.0,,0,0.0,,0.0,
lifesaving,lifesaving,0,0.0,,0,0.0,,0.0,
смарагдове,смарагдов,0,0.0,,0,0.0,,0.0,
гуцул,гуцул,0,0.0,,0,0.0,,0.0,
business,business,0,0.0,,0,0.0,,0.0,
pullup,pullup,0,0.0,,0,0.0,,0.0,
луганської,луганської,0,0.0,,0,0.0,,0.0,
вулиці,вулиці,0,0.0,,0,0.0,,0.0,
саперів,саперів,0,0.0,,0,0.0,,0.0,
cry,cry,0,0.0,,0,0.0,,0.0,
chino,chino,0,0.0,,0,0.0,,0.0,
риод,риод,0,0.0,,0,0.0,,0.0,
пресижн,пресижн,0,0.0,,0,0.0,,0.0,
prfx,prfx,0,0.0,,0,0.0,,0.0,
тур,тур,0,0.0,,0,0.0,,0.0,
aj2011,aj2011,0,0.0,,0,0.0,,0.0,
nebbia,nebbia,0,0.0,,0,0.0,,0.0,
варена,вар,0,0.0,,0,0.0,,0.0,
юатек,юатек,0,0.0,,0,0.0,,0.0,
косой,кос,0,0.0,,0,0.0,,0.0,
монтень,монтен,0,0.0,,0,0.0,,0.0,
велюрові,велюрові,0,0.0,,0,0.0,,0.0,
dx1364,dx1364,0,0.0,,0,0.0,,0.0,
край,кра,0,0.0,,0,0.0,,0.0,
проф,проф,0,0.0,,0,0.0,,0.0,
dystopia,dystopia,0,0.0,,0,0.0,,0.0,
usdt,usdt,0,0.0,,0,0.0,,0.0,
nowhere,nowhere,0,0.0,,0,0.0,,0.0,
стиляга,стиляг,0,0.0,,0,0.0,,0.0,
nagolos,nagolos,0,0.0,,0,0.0,,0.0,
7mntns,7mntns,0,0.0,,0,0.0,,0.0,
sonic,sonic,0,0.0,,0,0.0,,0.0,
sherocco,sherocco,0,0.0,,0,0.0,,0.0,
шгш,шгш,0,0.0,,0,0.0,,0.0,
dying,dying,0,0.0,,0,0.0,,0.0,
dharma,dharma,0,0.0,,0,0.0,,0.0,
разрисованная,разрисова,0,0.0,,0,0.0,,0.0,
айленд,айленд,2,0.0,0.0,0,0.0,,0.0,
ufhl,ufhl,0,0.0,,0,0.0,,0.0,
маттіно,маттін,0,0.0,,0,0.0,,0.0,
handmade,handmade,0,0.0,,0,0.0,,0.0,
hmp,hmp,1,0.0,0.0,0,0.0,,0.0,
hornheroes,hornheroes,0,0.0,,0,0.0,,0.0,
іграшка,іграшк,0,0.0,,0,0.0,,0.0,
mirth,mirth,0,0.0,,0,0.0,,0.0,
лонгсліі,лонгсліі,0,0.0,,0,0.0,,0.0,
порожняк,порожняк,0,0.0,,0,0.0,,0.0,
horses,horses,0,0.0,,0,0.0,,0.0,
альберта,альберт,0,0.0,,0,0.0,,0.0,
demix,demix,0,0.0,,0,0.0,,0.0,
bear,bear,0,0.0,,0,0.0,,0.0,
arts,arts,0,0.0,,0,0.0,,0.0,
ділвін,ділвін,0,0.0,,0,0.0,,0.0,
