term,campaign,impressions,clicks,cost,conversions
жіночі штани плащівка,Merchant_Shopping,1,0,0.0,0.0
з днем гур,Merchant_Shopping,1,0,0.0,0.0
забой,Merchant_Shopping,11,0,0.0,0.0
забой магазин,Merchant_Shopping,1,1,11.3,0.0
забой укр,Merchant_Shopping,6,0,0.0,0.0
забой футболки,Merchant_Shopping,2,0,0.0,0.0
заказати прапор,Merchant_Shopping,11,0,0.0,0.0
заказати прапор бригади,Merchant_Shopping,1,0,0.0,0.0
заказати прапор україни,Merchant_Shopping,2,0,0.0,0.0
заказать зипку,Merchant_Shopping,1,0,0.0,0.0
заказать кофту с принтом,Merchant_Shopping,1,0,0.0,0.0
заказать одежду,Merchant_Shopping,2,0,0.0,0.0
заказать прапор,Merchant_Shopping,3,0,0.0,0.0
заказать свитшот с принтом украина,Merchant_Shopping,1,0,0.0,0.0
заказать флаг,Merchant_Shopping,21,0,0.0,0.0
заказать флаг с фотографией,Merchant_Shopping,8,0,0.0,0.0
заказать флаг со своим дизайном,Merchant_Shopping,1,0,0.0,0.0
заказать флаги,Merchant_Shopping,12,0,0.0,0.0
заказать худи с принтом,Merchant_Shopping,1,0,0.0,0.0
заказать худи со своим принтом,Merchant_Shopping,1,0,0.0,0.0
заколот бренд,Merchant_Shopping,1,0,0.0,0.0
заколот магазин,Merchant_Shopping,2,0,0.0,0.0
заколот одяг,Merchant_Shopping,5,0,0.0,0.0
заколот футболка,Merchant_Shopping,1,0,0.0,0.0
заколот худі,Merchant_Shopping,4,0,0.0,0.0
закохувати бренд,Merchant_Shopping,1,0,0.0,0.0
залізний вовк сайт,Merchant_Shopping,2,0,0.0,0.0
замовити прапор,Merchant_Shopping,95,0,0.0,0.0
замовити прапор бригади,Merchant_Shopping,4,0,0.0,0.0
замовити прапор з власним дизайном,Merchant_Shopping,9,0,0.0,0.0
замовити прапор з логотипом,Merchant_Shopping,6,1,8.15,0.0
замовити прапор з фото,Merchant_Shopping,9,0,0.0,0.0
замовити прапор з фотографією,Merchant_Shopping,6,0,0.0,0.0
замовити прапор під замовлення,Merchant_Shopping,49,0,0.0,0.0
замовити прапори,Merchant_Shopping,7,0,0.0,0.0
замовити флаг,Merchant_Shopping,6,0,0.0,0.0
замовити худі,Merchant_Shopping,1,0,0.0,0.0
замовлення прапорів,Merchant_Shopping,8,0,0.0,0.0
заправлена футболка,Merchant_Shopping,1,0,0.0,0.0
зара,Merchant_Shopping,3,0,0.0,0.0
зара спортивные штаны,Merchant_Shopping,1,0,0.0,0.0
зара штани,Merchant_Shopping,2,0,0.0,0.0
захід магазин прапорів,Merchant_Shopping,4,0,0.0,0.0
звания дснс,Merchant_Shopping,1,0,0.0,0.0
зелене худі,Merchant_Shopping,1,0,0.0,0.0
зелене худі чоловіче,Merchant_Shopping,3,0,0.0,0.0
зеленый худи мужской,Merchant_Shopping,1,0,0.0,0.0
зелёное худи,Merchant_Shopping,1,0,0.0,0.0
зеро фокстрот,Merchant_Shopping,3,0,0.0,0.0
зимние спортивные штаны мужские,Merchant_Shopping,1,0,0.0,0.0
зимние штани,Merchant_Shopping,1,0,0.0,0.0
зимние штаны мужские,Merchant_Shopping,1,0,0.0,0.0
зимні штани,Merchant_Shopping,3,0,0.0,0.0
зимові кофти чоловічі,Merchant_Shopping,1,0,0.0,0.0
зимові худі,Merchant_Shopping,1,0,0.0,0.0
зимові штани,Merchant_Shopping,5,0,0.0,0.0
зип кофта,Merchant_Shopping,2,0,0.0,0.0
зип кофта мужская,Merchant_Shopping,6,0,0.0,0.0
зип худди,Merchant_Shopping,2,0,0.0,0.0
зип худи,Merchant_Shopping,117,2,10.17,0.0
зип худи erd,Merchant_Shopping,1,0,0.0,0.0
зип худи vans,Merchant_Shopping,1,0,0.0,0.0
зип худи xs,Merchant_Shopping,9,0,0.0,0.0
зип худи y2k,Merchant_Shopping,7,0,0.0,0.0
зип худи для подростков,Merchant_Shopping,1,0,0.0,0.0
зип худи ерд,Merchant_Shopping,1,0,0.0,0.0
зип худи женская,Merchant_Shopping,2,0,0.0,0.0
зип худи женское,Merchant_Shopping,2,0,0.0,0.0
зип худи жіночі,Merchant_Shopping,2,0,0.0,0.0
зип худи купить,Merchant_Shopping,6,1,8.64,0.0
зип худи мужская,Merchant_Shopping,2,0,0.0,0.0
зип худи мужские,Merchant_Shopping,15,0,0.0,0.0
зип худи мужские брендовые,Merchant_Shopping,3,0,0.0,0.0
зип худи мужское,Merchant_Shopping,8,1,4.99,0.0
зип худи на молнии,Merchant_Shopping,8,0,0.0,0.0
зип худи нефор,Merchant_Shopping,1,0,0.0,0.0
зип худи оверсайз,Merchant_Shopping,14,0,0.0,0.0
зип худи оверсайз y2k,Merchant_Shopping,4,1,22.17,0.0
зип худи оверсайз женские,Merchant_Shopping,3,1,7.4,0.0
зип худи оверсайз мужские,Merchant_Shopping,7,0,0.0,0.0
зип худи оверсайз с принтом,Merchant_Shopping,2,0,0.0,0.0
зип худи с капюшоном,Merchant_Shopping,1,0,0.0,0.0
зип худи с принтом на спине,Merchant_Shopping,1,0,0.0,0.0
зип худи с черепом,Merchant_Shopping,3,0,0.0,0.0
зип худи скелет,Merchant_Shopping,4,0,0.0,0.0
зип худи сп компани,Merchant_Shopping,1,0,0.0,0.0
зип худи стафф,Merchant_Shopping,1,0,0.0,0.0
зип худи у2к,Merchant_Shopping,4,0,0.0,0.0
зип худи украина,Merchant_Shopping,3,0,0.0,0.0
зип худи халики,Merchant_Shopping,1,0,0.0,0.0
зип худи черный,Merchant_Shopping,1,0,0.0,0.0
зипики,Merchant_Shopping,2,0,0.0,0.0
зипка,Merchant_Shopping,41,0,0.0,0.0
зипка mastermind,Merchant_Shopping,1,0,0.0,0.0
зипка tnf,Merchant_Shopping,2,0,0.0,0.0
зипка y2k,Merchant_Shopping,5,0,0.0,0.0
зипка бершка,Merchant_Shopping,1,0,0.0,0.0
зипка для мальчика,Merchant_Shopping,1,0,0.0,0.0
зипка ерд,Merchant_Shopping,1,0,0.0,0.0
зипка женская,Merchant_Shopping,3,0,0.0,0.0
зипка женская купить,Merchant_Shopping,2,0,0.0,0.0
зипка женская оверсайз,Merchant_Shopping,2,0,0.0,0.0
зипка купить,Merchant_Shopping,2,0,0.0,0.0
зипка купить украина,Merchant_Shopping,1,0,0.0,0.0
зипка манто,Merchant_Shopping,1,0,0.0,0.0
зипка мужская,Merchant_Shopping,14,0,0.0,0.0
зипка мужская на молнии,Merchant_Shopping,1,0,0.0,0.0
зипка мужская оверсайз,Merchant_Shopping,3,0,0.0,0.0
зипка оверсайз,Merchant_Shopping,2,0,0.0,0.0
зипка олх,Merchant_Shopping,1,0,0.0,0.0
зипка с принтом,Merchant_Shopping,12,0,0.0,0.0
зипка свастон,Merchant_Shopping,11,0,0.0,0.0
зипка спаси и сохрани,Merchant_Shopping,2,0,0.0,0.0
зипка стафф,Merchant_Shopping,1,0,0.0,0.0
зипка тим спирит,Merchant_Shopping,1,0,0.0,0.0
зипка худи,Merchant_Shopping,1,0,0.0,0.0
зипка худі,Merchant_Shopping,2,0,0.0,0.0
зипка черная,Merchant_Shopping,1,0,0.0,0.0
зипка чоловіча,Merchant_Shopping,1,0,0.0,0.0
зипки,Merchant_Shopping,16,0,0.0,0.0
зипки y2k,Merchant_Shopping,2,0,0.0,0.0
зипки мужские,Merchant_Shopping,5,0,0.0,0.0
зипки на осень,Merchant_Shopping,4,0,0.0,0.0
зипку купить,Merchant_Shopping,1,0,0.0,0.0
зиппер мужской,Merchant_Shopping,1,0,0.0,0.0
зипхуди купить,Merchant_Shopping,1,0,0.0,0.0
зла мавка лонгслів,Merchant_Shopping,1,0,0.0,0.0
зла мавка мерч,Merchant_Shopping,1,0,0.0,0.0
знак донецкая область,Merchant_Shopping,1,0,0.0,0.0
знак дснс,Merchant_Shopping,1,0,0.0,0.0
знамена,Merchant_Shopping,1,0,0.0,0.0
значок медика,Merchant_Shopping,2,0,0.0,0.0
знов зійде сонце худі,Merchant_Shopping,1,0,0.0,0.0
зохо,Merchant_Shopping,5,0,0.0,0.0
зохо худи,Merchant_Shopping,2,0,0.0,0.0
зробити прапор,Merchant_Shopping,2,0,0.0,0.0
зсу футболка,Merchant_Shopping,2,0,0.0,0.0
зсу худі,Merchant_Shopping,1,0,0.0,0.0
зубрик,Merchant_Shopping,1,0,0.0,0.0
зуді,Merchant_Shopping,1,0,0.0,0.0
зіп кофта,Merchant_Shopping,1,0,0.0,0.0
зіп кофта чоловіча,Merchant_Shopping,1,0,0.0,0.0
зіп худі,Merchant_Shopping,118,2,9.55,0.0
зіп худі y2k,Merchant_Shopping,10,0,0.0,0.0
зіп худі жіноче,Merchant_Shopping,56,1,16.71,0.0
зіп худі жіноче оверсайз,Merchant_Shopping,2,0,0.0,0.0
зіп худі жіноче укорочене,Merchant_Shopping,1,0,0.0,0.0
зіп худі жіночі,Merchant_Shopping,13,0,0.0,0.0
зіп худі з принтом,Merchant_Shopping,10,1,6.26,0.0
зіп худі купити,Merchant_Shopping,5,0,0.0,0.0
зіп худі оверсайз,Merchant_Shopping,4,0,0.0,0.0
зіп худі оверсайз жіночі,Merchant_Shopping,1,0,0.0,0.0
зіп худі фліс,Merchant_Shopping,1,0,0.0,0.0
зіп худі чоловіча,Merchant_Shopping,5,0,0.0,0.0
зіп худі чоловіче,Merchant_Shopping,11,1,9.41,0.0
зіп худі чоловічі,Merchant_Shopping,38,2,28.32,0.0
зіп худі чоловічі брендові,Merchant_Shopping,4,0,0.0,0.0
зіп худі чоловічі з принтом,Merchant_Shopping,3,0,0.0,0.0
зіп худі чорне,Merchant_Shopping,1,0,0.0,0.0
зіпка,Merchant_Shopping,29,0,0.0,0.0
зіпка chrome hearts,Merchant_Shopping,1,0,0.0,0.0
зіпка для підлітка,Merchant_Shopping,1,0,0.0,0.0
зіпка жіноча,Merchant_Shopping,6,0,0.0,0.0
зіпка жіноча найк,Merchant_Shopping,1,0,0.0,0.0
зіпка жіноча оверсайз,Merchant_Shopping,3,0,0.0,0.0
зіпка купити,Merchant_Shopping,1,0,0.0,0.0
зіпка оверсайз,Merchant_Shopping,1,0,0.0,0.0
зіпка олх,Merchant_Shopping,1,0,0.0,0.0
зіпка стон айленд оригинал,Merchant_Shopping,1,0,0.0,0.0
зіпка худі,Merchant_Shopping,14,0,0.0,0.0
зіпка худі жіноча,Merchant_Shopping,3,0,0.0,0.0
зіпка чоловіча,Merchant_Shopping,25,0,0.0,0.0
зіпка чоловіча оверсайз,Merchant_Shopping,1,0,0.0,0.0
зіпки,Merchant_Shopping,12,1,59.46,0.0
зіпки жіночі,Merchant_Shopping,1,0,0.0,0.0
зіпки чоловічі,Merchant_Shopping,2,0,0.0,0.0
зіпкі,Merchant_Shopping,1,0,0.0,0.0
зіпхуді,Merchant_Shopping,4,0,0.0,0.0
и шо ты воевал футболка,Merchant_Shopping,2,0,0.0,0.0
иду на вы футболка,Merchant_Shopping,1,0,0.0,0.0
интернет магазин вещей украина,Merchant_Shopping,1,0,0.0,0.0
интроверт футболка,Merchant_Shopping,2,0,0.0,0.0
исландия шоп,Merchant_Shopping,1,0,0.0,0.0
к 2 мерч,Merchant_Shopping,5,0,0.0,0.0
к2 мерч,Merchant_Shopping,8,0,0.0,0.0
кабанчи,Merchant_Shopping,1,0,0.0,0.0
кабанчи одяг,Merchant_Shopping,3,0,0.0,0.0
кабанчі,Merchant_Shopping,1,0,0.0,0.0
кабинетные флаги,Merchant_Shopping,4,0,0.0,0.0
кав эмпт,Merchant_Shopping,1,0,0.0,0.0
как узнать свой размер одежды по росту и весу,Merchant_Shopping,1,0,0.0,0.0
капсула одяг,Merchant_Shopping,1,0,0.0,0.0
капюшонки мужские,Merchant_Shopping,6,0,0.0,0.0
каратель мерч,Merchant_Shopping,1,0,0.0,0.0
карна мерч,Merchant_Shopping,1,0,0.0,0.0
карна футболка,Merchant_Shopping,2,0,0.0,0.0
картель 13,Merchant_Shopping,64,1,9.51,0.0
картель 13 одежда,Merchant_Shopping,7,0,0.0,0.0
картина азов,Merchant_Shopping,3,0,0.0,0.0
картина военная,Merchant_Shopping,1,0,0.0,0.0
картина донецкая область,Merchant_Shopping,2,0,0.0,0.0
картина по номерам стелла донецкая область,Merchant_Shopping,1,0,0.0,0.0
картина пожарный,Merchant_Shopping,1,0,0.0,0.0
картинка азов,Merchant_Shopping,1,0,0.0,0.0
кастом кофты,Merchant_Shopping,2,0,0.0,0.0
кастом худі,Merchant_Shopping,1,0,0.0,0.0
кастомная кофта,Merchant_Shopping,1,0,0.0,0.0
кастомний одяг,Merchant_Shopping,2,0,0.0,0.0
кастомное худи,Merchant_Shopping,1,0,0.0,0.0
кастомные футболки украина,Merchant_Shopping,1,0,0.0,0.0
кастомные худи,Merchant_Shopping,2,0,0.0,0.0
качественные футболки с принтом,Merchant_Shopping,1,0,0.0,0.0
кашалот магазин,Merchant_Shopping,1,0,0.0,0.0
кенгурушка жіноча,Merchant_Shopping,1,0,0.0,0.0
кентпакет,Merchant_Shopping,5,0,0.0,0.0
кентпакет футболка,Merchant_Shopping,4,0,0.0,0.0
кепка riot division,Merchant_Shopping,3,0,0.0,0.0
кепка гур,Merchant_Shopping,1,0,0.0,0.0
кепка дснс,Merchant_Shopping,1,0,0.0,0.0
киевский режим футболка,Merchant_Shopping,20,0,0.0,0.0
киевский режим футболка синдикат,Merchant_Shopping,1,0,0.0,0.0
киівський режим,Merchant_Shopping,13,0,0.0,0.0
киівський режим футболка,Merchant_Shopping,6,0,0.0,0.0
київський режим мерч,Merchant_Shopping,5,0,0.0,0.0
київський режим футболка,Merchant_Shopping,33,0,0.0,0.0
київський режим худі,Merchant_Shopping,8,0,0.0,0.0
класні худі,Merchant_Shopping,1,0,0.0,0.0
класні чоловічі футболки,Merchant_Shopping,1,0,0.0,0.0
классические штаны мужские,Merchant_Shopping,1,0,0.0,0.0
клятва украинского националиста,Merchant_Shopping,1,0,0.0,0.0
ковалевский шоп,Merchant_Shopping,4,0,0.0,0.0
ковалевський шоп,Merchant_Shopping,1,0,0.0,0.0
ковти,Merchant_Shopping,2,0,0.0,0.0
козацька корогва,Merchant_Shopping,3,0,0.0,0.0
козацький прапор,Merchant_Shopping,9,0,0.0,0.0
кокарда дснс,Merchant_Shopping,1,0,0.0,0.0
колаборації українських брендів,Merchant_Shopping,1,0,0.0,0.0
колекції,Merchant_Shopping,1,0,0.0,0.0
коловорот магазин,Merchant_Shopping,1,0,0.0,0.0
колінс,Merchant_Shopping,1,0,0.0,0.0
комбідрук,Merchant_Shopping,1,0,0.0,0.0
компани груп,Merchant_Shopping,93,0,0.0,0.0
компани груп кофта,Merchant_Shopping,4,0,0.0,0.0
компани груп одяг,Merchant_Shopping,5,0,0.0,0.0
компани груп сайт,Merchant_Shopping,2,0,0.0,0.0
компани груп тим,Merchant_Shopping,12,0,0.0,0.0
компани груп футболка,Merchant_Shopping,5,0,0.0,0.0
компани груп худи,Merchant_Shopping,11,0,0.0,0.0
компани групп,Merchant_Shopping,13,0,0.0,0.0
компани групп худи,Merchant_Shopping,11,0,0.0,0.0
компанигруп,Merchant_Shopping,3,0,0.0,0.0
компані груп,Merchant_Shopping,32,0,0.0,0.0
компані груп одяг,Merchant_Shopping,5,0,0.0,0.0
компані груп тім,Merchant_Shopping,1,0,0.0,0.0
компані груп футболка,Merchant_Shopping,5,0,0.0,0.0
компані груп футболки,Merchant_Shopping,27,0,0.0,0.0
компані груп худі,Merchant_Shopping,24,0,0.0,0.0
компанія груп,Merchant_Shopping,3,0,0.0,0.0
комплект шевронів дснс,Merchant_Shopping,1,0,0.0,0.0
кому вниз футболка,Merchant_Shopping,4,0,0.0,0.0
коргва,Merchant_Shopping,40,0,0.0,0.0
коричневе худі,Merchant_Shopping,1,0,0.0,0.0
корогва,Merchant_Shopping,5960,29,699.57,0.0
корогва купити,Merchant_Shopping,29,0,0.0,0.0
корогва магазин,Merchant_Shopping,10,0,0.0,0.0
корогва прапор,Merchant_Shopping,19,0,0.0,0.0
корогва прапори,Merchant_Shopping,582,4,53.09,0.0
корогва сайт,Merchant_Shopping,89,0,0.0,0.0
коругва,Merchant_Shopping,21,0,0.0,0.0
