term,impr,clicks,cost,conv
карго штани,1,0,0.0,0.0
карго штани жіночі,1,0,0.0,0.0
карго штани це,1,0,0.0,0.0
карго штаны,2,0,0.0,0.0
карго штаны спортивные,1,0,0.0,0.0
карго штаны широкие,1,0,0.0,0.0
кардиган мужской,1,0,0.0,0.0
карна мерч,9,0,0.0,0.0
карна футболка,28,0,0.0,0.0
карпатська січ прапор,6,0,0.0,0.0
карпе дием,2,0,0.0,0.0
картате,1,0,0.0,0.0
картаті сорочки,1,0,0.0,0.0
картель 13,64,1,9.51,0.0
картель 13 одежда,8,0,0.0,0.0
картина азов,4,0,0.0,0.0
картина военная,1,0,0.0,0.0
картина военного,1,0,0.0,0.0
картина військовий,1,0,0.0,0.0
картина державотворення,1,0,0.0,0.0
картина донбас,3,0,0.0,0.0
картина донецкая область,7,0,0.0,0.0
картина зсу,4,0,0.0,0.0
картина по номерам донецкая область,1,0,0.0,0.0
картина по номерам дснс,1,0,0.0,0.0
картина по номерам стелла донецкая область,1,0,0.0,0.0
картина пожарный,1,0,0.0,0.0
картина степан бандера,1,0,0.0,0.0
картина флаг украины,1,0,0.0,0.0
картини зсу,6,0,0.0,0.0
картини на військову тематику,2,0,0.0,0.0
картини патріотичні,2,1,4.8,0.0
картинка азов,1,0,0.0,0.0
картинка вампир,1,0,0.0,0.0
картинки зсу арт,2,0,0.0,0.0
картины на военную тематику,1,0,0.0,0.0
картопелька футболка,1,0,0.0,0.0
кархарт,1,0,0.0,0.0
кархарт кофта,3,0,0.0,0.0
кархарт футболка,1,0,0.0,0.0
кархарт штани,1,0,0.0,0.0
каска дснс,1,0,0.0,0.0
каспи худи,2,0,0.0,0.0
каст рок,1,0,0.0,0.0
каста,6,0,0.0,0.0
каста юа,1,0,0.0,0.0
каста юа сайт,1,0,0.0,0.0
кастом кофты,3,0,0.0,0.0
кастом на худи,5,0,0.0,0.0
кастом одежда,1,0,0.0,0.0
кастом одягу,4,0,0.0,0.0
кастом футболка,4,0,0.0,0.0
кастом футболки,2,0,0.0,0.0
кастом худі,3,0,0.0,0.0
кастомная кофта,1,0,0.0,0.0
кастомная одежда,3,0,0.0,0.0
кастомная одежда украина,2,0,0.0,0.0
кастомне худі,2,0,0.0,0.0
кастомний одяг,6,0,0.0,0.0
кастомное худи,1,0,0.0,0.0
кастомные вещи,3,0,0.0,0.0
кастомные флаги,3,0,0.0,0.0
кастомные футболки,3,0,0.0,0.0
кастомные футболки на заказ,1,0,0.0,0.0
кастомные футболки украина,1,0,0.0,0.0
кастомные худи,3,0,0.0,0.0
кастомный флаг,3,0,0.0,0.0
кастомный флаг на заказ,9,0,0.0,0.0
кастомні футболки,4,0,0.0,0.0
кастомні худі,2,0,0.0,0.0
кастомізація одягу,1,0,0.0,0.0
катарсис мерч,5,0,0.0,0.0
катя добрякова футболки,1,0,0.0,0.0
кафта,1,0,0.0,0.0
качественное худи,1,0,0.0,0.0
качественные толстовки,1,0,0.0,0.0
качественные футболки с принтом,2,0,0.0,0.0
качественный принт на футболке,1,0,0.0,0.0
качок с бородой,1,0,0.0,0.0
кашалот,1,0,0.0,0.0
кашалот магазин,1,0,0.0,0.0
квик сильвер,1,0,0.0,0.0
квиксильвер футболки,2,0,0.0,0.0
кедуал,1,0,0.0,0.0
кежуал,3,0,0.0,0.0
кежуал кофта,1,0,0.0,0.0
кежуал кофты,2,0,0.0,0.0
кежуал одежда,4,0,0.0,0.0
кежуал одяг,4,0,0.0,0.0
кежуал стиль,1,0,0.0,0.0
кежуал стиль одягу,1,0,0.0,0.0
кежуал стиль одягу для чоловіків,1,0,0.0,0.0
кежуал тренд,5,0,0.0,0.0
кежуалс,1,0,0.0,0.0
кейт лаб,1,0,0.0,0.0
кельвин кляйн костюм женский,1,0,0.0,0.0
кельвін кляйн футболка чоловіча,1,0,0.0,0.0
кельтский крест футболка,1,0,0.0,0.0
кенгуруха,1,0,0.0,0.0
кенгурушка,2,0,0.0,0.0
кенгурушка жіноча,1,0,0.0,0.0
кенгурушка мужская,3,0,0.0,0.0
кендалл дженнер спорт,1,0,0.0,0.0
кентпакет,116,1,3.16,0.0
кентпакет футболка,11,0,0.0,0.0
кепка riot,1,0,0.0,0.0
кепка riot division,13,0,0.0,0.0
кепка sva stone,1,0,0.0,0.0
кепка zero foxtrot,1,0,0.0,0.0
кепка гур,1,0,0.0,0.0
кепка дснс,2,0,0.0,0.0
кепка мілітарі,1,0,0.0,0.0
кепка свастон,2,0,0.0,0.0
кепка стафф,1,0,0.0,0.0
киберпанк худи,2,0,0.0,0.0
киев одежда,3,0,0.0,0.0
киевский режим футболка,32,0,0.0,0.0
киевский режим футболка синдикат,5,0,0.0,0.0
киевский режим худи,1,0,0.0,0.0
кизару мерч,1,0,0.0,0.0
килимок для патчів,5,0,0.0,0.0
киллстар,2,0,0.0,0.0
кип стайл,1,0,0.0,0.0
кипстайл,1,0,0.0,0.0
кислотное худи,1,0,0.0,0.0
кишлак мерч,3,0,0.0,0.0
киівський режим,25,0,0.0,0.0
киівський режим футболка,7,0,0.0,0.0
київ цифровий магазин,2,0,0.0,0.0
київський режим,2,0,0.0,0.0
київський режим мерч,7,0,0.0,0.0
київський режим футболка,82,0,0.0,0.0
київський режим худі,9,0,0.0,0.0
класичний стиль одягу для чоловіків,2,0,0.0,0.0
класичні чорні штани,2,0,0.0,0.0
класичні чорні штани чоловічі,2,1,8.0,0.0
класичні широкі штани,1,0,0.0,0.0
класичні широкі штани чоловічі,4,0,0.0,0.0
класичні штани,4,0,0.0,0.0
класичні штани чоловічі,3,0,0.0,0.0
класичні штани чоловічі zara,1,0,0.0,0.0
класні худі,1,0,0.0,0.0
класні чоловічі футболки,3,0,0.0,0.0
классические джоггеры,1,0,0.0,0.0
классические спортивные штаны,3,0,0.0,0.0
классические черные штаны,1,0,0.0,0.0
классические штаны мужские,1,0,0.0,0.0
классные бренды одежды,1,0,0.0,0.0
классные футболки мужские,7,0,0.0,0.0
классные худи,2,0,0.0,0.0
клеш спортивки,1,0,0.0,0.0
клеш спортивные штаны,1,0,0.0,0.0
клост,1,0,0.0,0.0
клумба сайт,2,0,0.0,0.0
кльош штани чоловічі,1,0,0.0,0.0
клямра магазин,4,0,0.0,0.0
клятва націоналістів україни,2,0,0.0,0.0
клятва украинского националиста,2,0,0.0,0.0
книга вампір,1,0,0.0,0.0
кобзарт,1,0,0.0,0.0
ковалевский шоп,4,0,0.0,0.0
ковалевський шоп,1,0,0.0,0.0
ковта,1,0,0.0,0.0
ковти,3,0,0.0,0.0
кожаные джоггеры zara,1,0,0.0,0.0
кожаные штаны,5,0,0.0,0.0
кожен прапор на кладовищі,3,0,0.0,0.0
козацька корогва,40,0,0.0,0.0
козацький прапор,13,0,0.0,0.0
козацький прапор купити,9,0,0.0,0.0
козацький флаг,4,0,0.0,0.0
козацькі прапори,4,0,0.0,0.0
кокарда дснс,1,0,0.0,0.0
колаб юа,3,0,0.0,0.0
колаборації українських брендів,2,0,0.0,0.0
колекцій,1,0,0.0,0.0
колекцію,1,0,0.0,0.0
колекція,2,0,0.0,0.0
колекції,7,0,0.0,0.0
коллекция купить,1,0,0.0,0.0
коловорот магазин,1,0,0.0,0.0
колінс,1,0,0.0,0.0
командірка,1,0,0.0,0.0
комбідрук,2,0,0.0,0.0
компани,2,0,0.0,0.0
компани груп,522,6,37.04,0.0
компани груп кофта,8,0,0.0,0.0
компани груп одяг,5,0,0.0,0.0
компани груп сайт,3,0,0.0,0.0
компани груп тим,13,0,0.0,0.0
компани груп футболка,86,0,0.0,0.0
компани груп худи,21,0,0.0,0.0
компани груп худі,3,0,0.0,0.0
компани групп,48,0,0.0,0.0
компани групп худи,15,0,0.0,0.0
компанигруп,10,0,0.0,0.0
компания инари,3,0,0.0,0.0
компані,1,0,0.0,0.0
компані груп,216,1,5.96,0.0
компані груп кофта,1,0,0.0,0.0
компані груп магазин,2,0,0.0,0.0
компані груп одяг,30,0,0.0,0.0
компані груп тім,7,0,0.0,0.0
компані груп футболка,17,0,0.0,0.0
компані груп футболки,167,0,0.0,0.0
компані груп худі,29,0,0.0,0.0
компанія груп,6,0,0.0,0.0
комплект кріплення,4,0,0.0,0.0
комплект футболок,1,0,0.0,0.0
комплект шевронів дснс,2,0,0.0,0.0
комплектующие для флагштока,4,0,0.0,0.0
комплектующие для флагштоков,1,0,0.0,0.0
кому вниз мерч,1,0,0.0,0.0
кому вниз футболка,14,0,0.0,0.0
конверс одежда,1,0,0.0,0.0
конверс худи,2,0,0.0,0.0
конопляная футболка,1,0,0.0,0.0
конструктор футболок,1,0,0.0,0.0
концепт стор,1,0,0.0,0.0
конь боджек мерч,1,0,0.0,0.0
кор магазин,3,0,0.0,0.0
коргва,122,2,25.17,0.0
корейские толстовки мужские,3,0,0.0,0.0
корейские штаны мужские,1,0,0.0,0.0
коричнева футболка,3,0,0.0,0.0
коричневая футболка мужская,1,0,0.0,0.0
коричневе худі,4,0,0.0,0.0
коричневі лляні штани чоловічі,1,0,0.0,0.0
корн адидас,3,1,4.47,0.0
коро бренд одягу,1,0,0.0,0.0
корогва,36879,183,3197.7,13.284334
корогва купити,38,0,0.0,0.0
корогва магазин,900,11,146.27,1.0
корогва прапор,561,4,33.78,0.0
корогва прапори,7814,71,1131.34,9.0
корогва прапори купити,374,3,101.59,0.0
корогва сайт,485,1,6.03,0.0
корогва футболка,1,0,0.0,0.0
корогва це,134,1,7.4,0.0
корогви,7,0,0.0,0.0
корогвп,40,0,0.0,0.0
корона магазин,1,0,0.0,0.0
короткие спортивные штаны,3,0,0.0,0.0
короткие трикотажные шорты,1,0,0.0,0.0
короткие шорты,1,0,0.0,0.0
корпоративний одяг,1,0,0.0,0.0
корпоративный флаг компании,1,0,0.0,0.0
корпоративні футболки,3,0,0.0,0.0
коррозия металла футболка,3,0,0.0,0.0
кортез зипка,1,0,0.0,0.0
кортез кофта,2,0,0.0,0.0
кортез штани,3,0,0.0,0.0
кортез штаны,1,0,0.0,0.0
кортис мерч,5,0,0.0,0.0
коругва,372,1,7.1,0.0
корчам пізда,1,0,0.0,0.0
костюм,9,0,0.0,0.0
костюм chrome hearts,3,0,0.0,0.0
костюм diesel,1,0,0.0,0.0
костюм philipp plein турция,2,0,0.0,0.0
костюм serianno,1,0,0.0,0.0
костюм six zeros,1,0,0.0,0.0
костюм youth,2,0,0.0,0.0
костюм айтишника,1,0,0.0,0.0
костюм варка,1,0,0.0,0.0
костюм ветеран,2,0,0.0,0.0
костюм дощовик,1,0,0.0,0.0
костюм женский,4,0,0.0,0.0
костюм жіночий з джогерами,1,0,0.0,0.0
костюм жіночий спортивний,2,0,0.0,0.0
костюм з гербом україни,1,0,0.0,0.0
костюм з зіп худі,2,0,0.0,0.0
костюм з широкими штанами,1,0,0.0,0.0
костюм з шортами жіночий,1,1,4.65,0.0
костюм кельвин кляйн,1,0,0.0,0.0
костюм літній чоловічий,1,0,0.0,0.0
костюм мужской,3,0,0.0,0.0
костюм мужской с широкими брюками,1,0,0.0,0.0
костюм мужской спорт,1,0,0.0,0.0
костюм мужской спортивный,8,0,0.0,0.0
костюм на заказ мужской,1,0,0.0,0.0
костюм найк плащевка женский,1,0,0.0,0.0
костюм нью беланс женский,1,0,0.0,0.0
костюм плащевка женский,1,0,0.0,0.0
костюм пума женский,1,0,0.0,0.0
костюм с шортами,1,1,4.79,0.0
костюм сапер,1,0,0.0,0.0
костюм сапера,2,0,0.0,0.0
костюм свободного кроя,1,0,0.0,0.0
костюм спортивний,1,0,0.0,0.0
костюм спортивний жіночий,14,0,0.0,0.0
костюм спортивний з широкими штанами,1,0,0.0,0.0
костюм спортивний чоловічий,12,0,0.0,0.0
костюм спортивный,2,0,0.0,0.0
костюм спортивный женский,4,0,0.0,0.0
костюм спортивный мужской,3,0,0.0,0.0
костюм спортивный оверсайз,1,0,0.0,0.0
костюм спортивный оверсайз мужской,1,0,0.0,0.0
костюм тактический,1,0,0.0,0.0
костюм трехнитка,1,0,0.0,0.0
костюм тринитка жіночий,1,0,0.0,0.0
костюм трьохнитка,1,0,0.0,0.0
костюм чоловічий,2,0,0.0,0.0
костюм чоловічий з широкими штанами,1,0,0.0,0.0
костюм чоловічий спортивний,1,0,0.0,0.0
костюм шорти і зіпка,1,0,0.0,0.0
костюми,1,0,0.0,0.0
костюми з плащівки,1,0,0.0,0.0
костюми українських брендів,1,0,0.0,0.0
костюми чоловічі,1,0,0.0,0.0
костюмы с принтами,1,0,0.0,0.0
костюмы с принтом,1,0,0.0,0.0
костюмы спорт,1,0,0.0,0.0
котолик футболка,1,0,0.0,0.0
котон,4,0,0.0,0.0
котон стиль,4,0,0.0,0.0
котонова футболка,2,0,0.0,0.0
котоновые штаны,2,0,0.0,0.0
котоновые штаны мужские,1,0,0.0,0.0
котонові футболки,1,0,0.0,0.0
котонові футболки чоловічі,1,0,0.0,0.0
котонові штани,3,0,0.0,0.0
котонові штани жіночі,2,0,0.0,0.0
котонові штани чоловічі,1,0,0.0,0.0
котофляж,2,0,0.0,0.0
коттон,1,0,0.0,0.0
кофта,843,5,24.5,0.0
кофта 13,1,0,0.0,0.0
кофта 1312,4,0,0.0,0.0
кофта 3 ошб,1,0,0.0,0.0
кофта 999yessirskiii,1,0,0.0,0.0
кофта abuse,4,0,0.0,0.0
кофта ac dc,2,0,0.0,0.0
кофта affliction,2,0,0.0,0.0
кофта alpha industries,4,0,0.0,0.0
кофта arcteryx,1,0,0.0,0.0
кофта bape shark оригинал,1,0,0.0,0.0
кофта black squad,3,0,0.0,0.0
кофта boxing,3,0,0.0,0.0
кофта broken planet,1,0,0.0,0.0
кофта calvin klein,1,0,0.0,0.0
кофта casual,1,0,0.0,0.0
кофта chrome hearts,2,0,0.0,0.0
кофта company group,3,0,0.0,0.0
кофта corteiz,1,0,0.0,0.0
кофта dark triad,1,0,0.0,0.0
кофта dc,2,0,0.0,0.0
кофта dead dynasty,1,0,0.0,0.0
кофта defend,1,0,0.0,0.0
кофта diesel,1,0,0.0,0.0
кофта dime,1,0,0.0,0.0
кофта dolce gabbana,2,0,0.0,0.0
кофта dragon money,1,0,0.0,0.0
кофта ecko unltd,3,0,0.0,0.0
кофта ed hardy,3,0,0.0,0.0
кофта erd,1,0,0.0,0.0
кофта everlast,6,0,0.0,0.0
