Дата визита,UTM Campaign,Пол,Возраст,Визиты
2023-06-18,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,15
2024-09-01,Статья: Цифры и факты / Интересы: франшиза,мужской,35‑44 года,2
2024-09-02,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2024-09-07,Промостатья: Моя история 1 | Цена перехода | Ж25-54,мужской,45-54 года,2
2024-09-07,Статья: Цифры и факты / Интересы: франшиза,женский,45-54 года,2
2024-09-16,Статья: Цифры и факты / Интересы: франшиза,женский,45-54 года,2
2024-09-17,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,2
2024-09-18,Промостатья: Моя история 1 | Цена перехода | М,Не определено,Не определено,2
2024-09-19,Промостатья: Моя история 1 | Цена перехода | М,мужской,35‑44 года,2
2024-09-21,Промостатья: Моя история 1 | Цена перехода | М,мужской,25‑34 года,2
2024-09-23,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2024-09-23,Промостатья: Моя история 1 | Цена перехода | М,Не определено,Не определено,2
2024-09-23,Промостатья: Моя история 1 | Цена перехода | М,мужской,35‑44 года,2
2024-09-26,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,2
2024-09-27,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,2
2024-09-27,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2024-07-03,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,женский,45-54 года,1
2024-07-05,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,женский,45-54 года,1
2024-07-08,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,женский,45-54 года,1
2024-07-10,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,женский,Не определено,1
2024-07-11,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,женский,Не определено,1
2024-07-11,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,женский,25‑34 года,1
2024-07-12,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,женский,Не определено,1
2024-07-15,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,Не определено,Не определено,1
2024-07-17,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,Не определено,Не определено,1
2024-07-17,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,женский,45-54 года,1
2024-07-19,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,Не определено,45-54 года,1
2024-07-19,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,женский,Не определено,1
2024-07-19,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,женский,55 лет и старше,1
2024-07-21,Промостатья: Моя история 3 | Цена перехода | 25-54 | lp /franchise,женский,55 лет и старше,1
2024-07-23,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,25‑34 года,1
2024-07-24,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,55 лет и старше,1
2024-07-24,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
